stock_ticker,company_name,exchange,country,index_id,sector_id,industry_id,market_cap,market_cap_type,style,business_model,stock_category,description
MCD,McDonald's Corp,NYSE,USA,IDX_SP500,SEC_CD,IND_HOTEL,210000000000,Large Cap,Blend,"Restaurants,Franchising","Blue Chip,Defensive Consumer,Dividend",Cadena global de restaurantes con modelo de franquicias
SBUX,Starbucks Corp,NASDAQ,USA,IDX_SP500,SEC_CD,IND_HOTEL,110000000000,Large Cap,Growth,"Coffeehouses,Brand Platform","Global Brand,Growth,Consumer Leader",Cadena global de cafeterías premium
MAR,Marriott International Inc,NYSE,USA,IDX_SP500,SEC_CD,IND_HOTEL,75000000000,Large Cap,Blend,"Hotels,Asset-Light","Model Asset-Light,Travel Exposure",Operador hotelero global con marcas premium
HLT,Hilton Worldwide Holdings Inc,NYSE,USA,IDX_SP500,SEC_CD,IND_HOTEL,65000000000,Large Cap,Blend,"Hotels,Asset-Light","Global Hotel Brand,Travel Cycle",Cadena hotelera global con modelo de franquicias
CMG,Chipotle Mexican Grill Inc,NYSE,USA,IDX_SP500,SEC_CD,IND_HOTEL,80000000000,Large Cap,Growth,"Restaurants,Fast Casual","Growth,Brand Power",Cadena de restaurantes fast-casual con fuerte crecimiento
BKNG,Booking Holdings Inc,NASDAQ,USA,IDX_SP500,SEC_CD,IND_DIV_CONS,140000000000,Large Cap,Growth,Online Travel Platforms,"Blue Chip,Asset-Light,Travel Leader","Plataforma global líder en reservas de viajes (Booking, Priceline)"
ABNB,Airbnb Inc,NASDAQ,USA,IDX_SP500,SEC_CD,IND_DIV_CONS,100000000000,Large Cap,Growth,"Marketplace,Travel Services","Growth,Platform Economy",Marketplace global de alojamientos y experiencias
EXPE,Expedia Group Inc,NASDAQ,USA,IDX_SP500,SEC_CD,IND_DIV_CONS,30000000000,Large Cap,Blend,Online Travel Services,"Travel Cycle,Platform",Agregador global de servicios de viajes online
TCOM,Trip.com Group Ltd ADR,NASDAQ,USA,,SEC_CD,IND_DIV_CONS,45000000000,Large Cap,Growth,Online Travel Services,"China Exposure,Growth",Plataforma líder de viajes en Asia (ADR)
IAC,IAC Inc,NASDAQ,USA,,SEC_CD,IND_DIV_CONS,35000000000,Mid Cap,Blend,Internet Consumer Services,"Platform Holding,Optionality","Holding de servicios digitales al consumidor (Angi, Care, etc.)"
AMZN,Amazon.com Inc,NASDAQ,USA,IDX_SP500,SEC_CD,IND_SPEC_RET,1800000000000,Mega Cap,Growth,"E-commerce,Platform,Logistics","Blue Chip,Mega Cap,Platform Leader",Plataforma líder de comercio electrónico y logística
HD,Home Depot Inc,NYSE,USA,IDX_SP500,SEC_CD,IND_SPEC_RET,350000000000,Large Cap,Blend,Home Improvement Retail,"Blue Chip,Defensive Retail",Líder en retail de mejoras para el hogar
LOW,Lowe's Companies Inc,NYSE,USA,IDX_SP500,SEC_CD,IND_SPEC_RET,220000000000,Large Cap,Blend,Home Improvement Retail,"Blue Chip,Cash Flow",Retail de mejoras para el hogar
TSCO,Tractor Supply Co,NASDAQ,USA,IDX_SP500,SEC_CD,IND_SPEC_RET,130000000000,Large Cap,Growth,Rural Lifestyle Retail,"Niche Leader,Stable Demand",Retail especializado en estilo de vida rural
BBY,Best Buy Co Inc,NYSE,USA,IDX_SP500,SEC_CD,IND_SPEC_RET,150000000000,Large Cap,Value,Consumer Electronics Retail,"Value,Cyclical",Retail especializado en electrónica de consumo
WMT,Walmart Inc,NYSE,USA,IDX_SP500,SEC_CD,IND_BROAD_RET,430000000000,Large Cap,Blend,"Broadline Retail,Omnichannel","Blue Chip,Defensive Retail",Retail masivo global con fuerte presencia omnicanal
COST,Costco Wholesale Corp,NASDAQ,USA,IDX_SP500,SEC_CD,IND_BROAD_RET,360000000000,Large Cap,Blend,"Membership Retail,Bulk Sales","Blue Chip,High Quality",Retail de membresía con márgenes estables y alta fidelidad
TGT,Target Corp,NYSE,USA,IDX_SP500,SEC_CD,IND_BROAD_RET,70000000000,Large Cap,Value,"Broadline Retail,Private Labels","Value,Cyclical",Retail general con marcas propias y enfoque en experiencia
BABA,Alibaba Group Holding Ltd ADR,NYSE,USA,,SEC_CD,IND_BROAD_RET,200000000000,Large Cap,Growth,"E-commerce,Marketplace","China Exposure,Platform",Plataforma líder de comercio electrónico en China (ADR)
JD,JD.com Inc ADR,NASDAQ,USA,,SEC_CD,IND_BROAD_RET,60000000000,Large Cap,Growth,"E-commerce,Logistics","China Exposure,Logistics Focus",Retail online con fuerte infraestructura logística (ADR)
WMT,Walmart Inc,NYSE,USA,IDX_SP500,SEC_CS,IND_FOOD_RET,430000000000,Large Cap,Blend,"Food Retail,Omnichannel","Blue Chip,Defensive Retail",Retail líder mundial en alimentos y productos básicos
COST,Costco Wholesale Corp,NASDAQ,USA,IDX_SP500,SEC_CS,IND_FOOD_RET,360000000000,Large Cap,Blend,"Membership Retail,Staples","Blue Chip,High Quality,Defensive",Retail de alimentos y básicos con modelo de membresía
KR,Kroger Co,NYSE,USA,IDX_SP500,SEC_CS,IND_FOOD_RET,45000000000,Large Cap,Blend,"Grocery Retail,Private Labels","Defensive,Stable Cash Flow",Cadena líder de supermercados en EE. UU.
ACI,Albertsons Companies Inc,NYSE,USA,IDX_SP500,SEC_CS,IND_FOOD_RET,30000000000,Large Cap,Blend,"Grocery Retail,Staples","Defensive,Regional Leader",Supermercados y retail de alimentos en EE. UU.
SFM,Sprouts Farmers Market Inc,NASDAQ,USA,IDX_SP500,SEC_CS,IND_FOOD_RET,8000000000,Mid Cap,Growth,Natural & Organic Grocery,"Growth,Niche Retail",Retail especializado en alimentos naturales y orgánicos
NESN,Societe des Produits Nestlé SA ADR,OTC,USA,,SEC_CS,IND_FOOD_PROD,330000000000,Large Cap,Blend,"Packaged Food,Global Brands","Blue Chip,Defensive,Global Leader",Alimentos y bebidas con marcas líderes a nivel mundial
PEP,PepsiCo Inc,NASDAQ,USA,IDX_SP500,SEC_CS,IND_FOOD_PROD,260000000000,Large Cap,Blend,"Food & Beverages,CPG","Blue Chip,Defensive,Dividend",Alimentos y snacks con distribución global
MDLZ,Mondelez International Inc,NASDAQ,USA,IDX_SP500,SEC_CS,IND_FOOD_PROD,110000000000,Large Cap,Blend,"Packaged Food,Snacks","Global Brand,Defensive","Alimentos y snacks empaquetados (Oreo, Cadbury)"
GIS,General Mills Inc,NYSE,USA,IDX_SP500,SEC_CS,IND_FOOD_PROD,40000000000,Large Cap,Blend,"Packaged Food,Staples","Defensive,Stable Cash Flow",Alimentos procesados y marcas básicas
K,Kellanova (ex Kellogg's),NYSE,USA,IDX_SP500,SEC_CS,IND_FOOD_PROD,25000000000,Large Cap,Blend,"Packaged Food,Snacks","Defensive,Brand Power",Alimentos y snacks con marcas históricas
KO,The Coca-Cola Co,NYSE,USA,IDX_SP500,SEC_CS,IND_BEV,270000000000,Large Cap,Blend,"Beverages,Brand Licensing","Blue Chip,Defensive,Global Brand",Bebidas no alcohólicas con marcas líderes a nivel mundial
KDP,Keurig Dr Pepper Inc,NASDAQ,USA,IDX_SP500,SEC_CS,IND_BEV,50000000000,Large Cap,Blend,"Beverages,At-Home Consumption","Defensive,Stable Cash Flow",Bebidas y sistemas de café para consumo en el hogar
MNST,Monster Beverage Corp,NASDAQ,USA,IDX_SP500,SEC_CS,IND_BEV,55000000000,Large Cap,Growth,"Energy Drinks,Growth Brands","Growth,High Margin",Bebidas energéticas con fuerte crecimiento y márgenes altos
STZ,Constellation Brands Inc,NYSE,USA,IDX_SP500,SEC_CS,IND_BEV,45000000000,Large Cap,Blend,"Alcoholic Beverages,Premium Brands","Defensive,Premium Alcohol","Cervezas, vinos y licores premium (Corona, Modelo)"
TAP,Molson Coors Beverage Co,NYSE,USA,IDX_SP500,SEC_CS,IND_BEV,12000000000,Large Cap,Value,"Alcoholic Beverages,Beer","Value,Dividend",Productor global de cerveza con marcas históricas
PM,Philip Morris International Inc,NYSE,USA,IDX_SP500,SEC_CS,IND_TOB,170000000000,Large Cap,Blend,"Tobacco,Reduced Risk Products","Blue Chip,Defensive,High Dividend",Productor global de tabaco y productos de riesgo reducido (IQOS)
MO,Altria Group Inc,NYSE,USA,IDX_SP500,SEC_CS,IND_TOB,80000000000,Large Cap,Value,"Tobacco,US Market","Defensive,High Dividend",Tabaco líder en EE. UU. con fuerte generación de caja
BTI,British American Tobacco plc ADR,NYSE,USA,IDX_SP500,SEC_CS,IND_TOB,90000000000,Large Cap,Value,"Tobacco,Global Brands","Defensive,High Yield",Productor global de tabaco con marcas internacionales
IMBBY,Imperial Brands PLC ADR,OTC,USA,,SEC_CS,IND_TOB,30000000000,Large Cap,Value,"Tobacco,Global Brands","Value,High Dividend",Productor internacional de tabaco y nicotina
JAPAY,Japan Tobacco Inc ADR,OTC,USA,,SEC_CS,IND_TOB,60000000000,Large Cap,Blend,"Tobacco,Pharmaceuticals","Defensive,Stable Cash Flow",Grupo japonés de tabaco con diversificación farmacéutica
PG,Procter & Gamble Co,NYSE,USA,IDX_SP500,SEC_CS,IND_HH_PROD,360000000000,Large Cap,Blend,"Household Products,CPG","Blue Chip,Defensive,Dividend","Productos de limpieza, cuidado personal y marcas líderes globales"
CL,Colgate-Palmolive Co,NYSE,USA,IDX_SP500,SEC_CS,IND_HH_PROD,140000000000,Large Cap,Blend,Household & Personal Care,"Blue Chip,Defensive,Global Brand","Higiene oral, cuidado personal y del hogar"
KMB,Kimberly-Clark Corp,NYSE,USA,IDX_SP500,SEC_CS,IND_HH_PROD,120000000000,Large Cap,Value,"Paper Products,Household Essentials","Defensive,Stable Cash Flow","Productos de papel y cuidado personal (Huggies, Kleenex)"
CHD,Church & Dwight Co Inc,NYSE,USA,IDX_SP500,SEC_CS,IND_HH_PROD,25000000000,Large Cap,Growth,Household & Personal Care,"Growth,Brand Power",Productos de consumo con marcas fuertes (Arm & Hammer)
RBGLY,Reckitt Benckiser Group PLC ADR,OTC,USA,,SEC_CS,IND_HH_PROD,110000000000,Large Cap,Blend,"Household Products,Health & Hygiene","Defensive,Global Brands","Productos de higiene, limpieza y salud (Dettol, Lysol)"
EL,Estée Lauder Companies Inc,NYSE,USA,IDX_SP500,SEC_CS,IND_PERS_PROD,140000000000,Large Cap,Growth,"Personal Care,Cosmetics","Global Brand,Growth,Premium",Cosmética y cuidado personal premium a nivel global
PG,Procter & Gamble Co,NYSE,USA,IDX_SP500,SEC_CS,IND_PERS_PROD,360000000000,Large Cap,Blend,"Personal Care,CPG","Blue Chip,Defensive,Dividend",Cuidado personal y marcas líderes de consumo diario
CL,Colgate-Palmolive Co,NYSE,USA,IDX_SP500,SEC_CS,IND_PERS_PROD,140000000000,Large Cap,Blend,"Personal Care,Oral Hygiene","Blue Chip,Defensive,Global Brand",Higiene oral y cuidado personal con presencia global
RBGLY,Reckitt Benckiser Group PLC ADR,OTC,USA,,SEC_CS,IND_PERS_PROD,110000000000,Large Cap,Blend,"Personal Care,Health & Hygiene","Defensive,Global Brands","Cuidado personal, higiene y productos de salud"
KMB,Kimberly-Clark Corp,NYSE,USA,IDX_SP500,SEC_CS,IND_PERS_PROD,120000000000,Large Cap,Value,"Personal Care,Paper Products","Defensive,Stable Cash Flow",Cuidado personal y productos de higiene diaria
XOM,Exxon Mobil Corp,NYSE,USA,IDX_SP500,SEC_EN,IND_OIL_GAS,500000000000,Mega Cap,Blend,Integrated Oil & Gas,"Blue Chip,Mega Cap,Defensive,Dividend",Productor integrado global de petróleo y gas
CVX,Chevron Corp,NYSE,USA,IDX_SP500,SEC_EN,IND_OIL_GAS,300000000000,Large Cap,Blend,Integrated Oil & Gas,"Blue Chip,Defensive,Dividend",Productor integrado de petróleo y gas con fuerte disciplina de capital
COP,ConocoPhillips,NYSE,USA,IDX_SP500,SEC_EN,IND_OIL_GAS,160000000000,Large Cap,Blend,Exploration & Production,"Cash Flow,Upstream Pure Play",Productor upstream global de petróleo y gas
SHEL,Shell plc ADR,NYSE,USA,,SEC_EN,IND_OIL_GAS,210000000000,Large Cap,Blend,Integrated Oil & Gas,"Global Major,Dividend",Productor integrado global con foco en transición energética
BP,BP plc ADR,NYSE,USA,,SEC_EN,IND_OIL_GAS,110000000000,Large Cap,Blend,Integrated Oil & Gas,"Value,Dividend",Productor integrado global de petróleo y gas
SLB,SLB (Schlumberger Ltd),NYSE,USA,IDX_SP500,SEC_EN,IND_EN_SERV,80000000000,Large Cap,Blend,"Oilfield Services,Technology","Blue Chip,Industry Leader",Servicios y tecnología para exploración y producción de petróleo y gas
HAL,Halliburton Co,NYSE,USA,IDX_SP500,SEC_EN,IND_EN_SERV,40000000000,Large Cap,Blend,"Oilfield Services,Completion","Cyclical,Upstream Exposure",Servicios de perforación y completación de pozos
BKR,Baker Hughes Co,NASDAQ,USA,IDX_SP500,SEC_EN,IND_EN_SERV,35000000000,Large Cap,Blend,"Oilfield Services,Energy Technology","Energy Transition,Technology Focus","Servicios energéticos y tecnología para petróleo, gas y nuevas energías"
NOV,NOV Inc,NYSE,USA,IDX_SP500,SEC_EN,IND_EN_SERV,20000000000,Large Cap,Value,"Energy Equipment,Offshore & Onshore","Value,Cyclical",Equipos para perforación y producción energética
WFRD,Weatherford International plc,NASDAQ,USA,,SEC_EN,IND_EN_SERV,15000000000,Mid Cap,Value,Oilfield Services,"Turnaround,High Beta",Servicios petroleros con foco en eficiencia operativa
RTX,RTX Corp,NYSE,USA,IDX_SP500,SEC_IND,IND_AERO,160000000000,Large Cap,Blend,"Aerospace Systems,Defense","Blue Chip,Defense Leader","Plataforma aeroespacial y defensa (Pratt & Whitney, Collins, Raytheon)"
LMT,Lockheed Martin Corp,NYSE,USA,IDX_SP500,SEC_IND,IND_AERO,110000000000,Large Cap,Blend,Defense Systems,"Blue Chip,Defense Pure Play",Líder en sistemas de defensa y aeronáutica militar
BA,Boeing Co,NYSE,USA,IDX_SP500,SEC_IND,IND_AERO,120000000000,Large Cap,Blend,"Commercial Aerospace,Defense","Cyclical,Turnaround",Fabricante aeroespacial con exposición comercial y defensa
NOC,Northrop Grumman Corp,NYSE,USA,IDX_SP500,SEC_IND,IND_AERO,75000000000,Large Cap,Blend,"Defense Systems,Space","Defense,Space Exposure",Sistemas avanzados de defensa y tecnología espacial
GD,General Dynamics Corp,NYSE,USA,IDX_SP500,SEC_IND,IND_AERO,70000000000,Large Cap,Blend,"Defense Systems,Aerospace","Blue Chip,Defense & Aerospace","Sistemas de defensa, aeroespacial y tecnología naval"
JCI,Johnson Controls International plc,NYSE,USA,IDX_SP500,SEC_IND,IND_BUILD_PROD,70000000000,Large Cap,Blend,"Building Systems,HVAC,Automation","Blue Chip,Smart Buildings","Líder en sistemas inteligentes, HVAC y automatización de edificios"
TT,Trane Technologies plc,NYSE,USA,IDX_SP500,SEC_IND,IND_BUILD_PROD,90000000000,Large Cap,Growth,"HVAC,Energy Efficiency","High Quality,Energy Efficiency",Soluciones de climatización y eficiencia energética para edificios
MAS,Masco Corp,NYSE,USA,IDX_SP500,SEC_IND,IND_BUILD_PROD,20000000000,Large Cap,Blend,"Plumbing Products,Home Improvement","Cyclical,Brand Power","Productos de plomería y mejoras del hogar (Delta, Behr)"
VMC,Vulcan Materials Co,NYSE,USA,IDX_SP500,SEC_IND,IND_BUILD_PROD,35000000000,Large Cap,Blend,"Construction Materials,Aggregates","Infrastructure Play,Stable Demand",Agregados y materiales de construcción para infraestructura
MLM,Martin Marietta Materials Inc,NYSE,USA,IDX_SP500,SEC_IND,IND_BUILD_PROD,40000000000,Large Cap,Blend,"Construction Materials,Aggregates","Blue Chip,Infrastructure",Materiales de construcción y agregados para proyectos civiles
ACM,AECOM,NYSE,USA,IDX_SP500,SEC_IND,IND_CONST_ENG,20000000000,Large Cap,Blend,"Engineering,Infrastructure Services","Blue Chip,Infrastructure Leader","Ingeniería, diseño y gestión de proyectos de infraestructura global"
FLR,Fluor Corp,NYSE,USA,IDX_SP500,SEC_IND,IND_CONST_ENG,6000000000,Mid Cap,Blend,"Engineering,Construction,Energy","Value,Turnaround","Construcción e ingeniería para energía, química e infraestructura"
J,Jacobs Solutions Inc,NYSE,USA,IDX_SP500,SEC_IND,IND_CONST_ENG,18000000000,Large Cap,Blend,"Engineering,Government Services","High Quality,Government Exposure",Servicios de ingeniería y consultoría para gobierno e infraestructura
KBR,KBR Inc,NYSE,USA,IDX_SP500,SEC_IND,IND_CONST_ENG,9000000000,Mid Cap,Blend,"Engineering,Defense,Energy","Defense Exposure,Stable Contracts","Ingeniería y servicios para defensa, energía y gobierno"
MTZ,MasTec Inc,NYSE,USA,IDX_SP500,SEC_IND,IND_CONST_ENG,12000000000,Mid Cap,Growth,"Infrastructure Construction,Growth Markets","Growth,Energy Transition","Construcción de infraestructura para energía, telecom y utilities"
ETN,Eaton Corp plc,NYSE,USA,IDX_SP500,SEC_IND,IND_ELEC_EQIP,130000000000,Large Cap,Blend,"Electrical Equipment,Power Management","Blue Chip,Infrastructure,Quality","Gestión de energía eléctrica, equipos industriales y data centers"
ABB,ABB Ltd ADR,NYSE,USA,IDX_SP500,SEC_IND,IND_ELEC_EQIP,90000000000,Large Cap,Blend,"Electrical Equipment,Automation","Blue Chip,Industrial Automation",Equipos eléctricos y automatización industrial global
EMR,Emerson Electric Co,NYSE,USA,IDX_SP500,SEC_IND,IND_ELEC_EQIP,70000000000,Large Cap,Blend,"Process Automation,Electrical Equipment","Blue Chip,Industrial Software",Automatización de procesos y soluciones eléctricas industriales
ROK,Rockwell Automation Inc,NYSE,USA,IDX_SP500,SEC_IND,IND_ELEC_EQIP,35000000000,Large Cap,Growth,"Industrial Automation,Electrical Controls","High Quality,Automation Leader",Automatización industrial y control eléctrico
SUZ,Schneider Electric SE ADR,OTC,USA,,SEC_IND,IND_ELEC_EQIP,140000000000,Large Cap,Blend,"Energy Management,Electrical Equipment","Blue Chip,Energy Efficiency",Gestión energética y automatización para edificios e industria
GE,General Electric Co,NYSE,USA,IDX_SP500,SEC_IND,IND_CONG,180000000000,Large Cap,Blend,"Industrial Technology,Energy,Aerospace","Blue Chip,Turnaround,Industrial Core","Conglomerado industrial con foco en energía, aeroespacial y electrificación"
HON,Honeywell International Inc,NYSE,USA,IDX_SP500,SEC_IND,IND_CONG,140000000000,Large Cap,Blend,"Industrial Technology,Automation","Blue Chip,High Quality","Conglomerado industrial con automatización, aeroespacial y safety"
MMM,3M Co,NYSE,USA,IDX_SP500,SEC_IND,IND_CONG,65000000000,Large Cap,Value,"Industrial Products,Innovation","Value,Dividend,Turnaround",Conglomerado industrial diversificado con fuerte portafolio de productos
ITW,Illinois Tool Works Inc,NYSE,USA,IDX_SP500,SEC_IND,IND_CONG,75000000000,Large Cap,Blend,"Industrial Tools,Manufacturing","Blue Chip,High Margin",Conglomerado industrial con herramientas y soluciones de manufactura
SIEGY,Siemens AG ADR,OTC,USA,,SEC_IND,IND_CONG,130000000000,Large Cap,Blend,"Industrial Automation,Digital Industries",Global Industrial Leader,Conglomerado industrial enfocado en automatización y digitalización
CAT,Caterpillar Inc,NYSE,USA,IDX_SP500,SEC_IND,IND_MACH,150000000000,Large Cap,Blend,"Heavy Machinery,Construction Equipment","Blue Chip,Infrastructure,Cyclical","Maquinaria pesada para construcción, minería y energía"
DE,Deere & Co,NYSE,USA,IDX_SP500,SEC_IND,IND_MACH,120000000000,Large Cap,Blend,"Agricultural Machinery,Precision Ag","Blue Chip,AgTech,Quality",Maquinaria agrícola y tecnología de precisión
PCAR,PACCAR Inc,NASDAQ,USA,IDX_SP500,SEC_IND,IND_MACH,45000000000,Large Cap,Blend,"Industrial Machinery,Trucks","High Quality,Stable Demand",Fabricante de camiones pesados y motores
CNH,CNH Industrial NV,NYSE,USA,IDX_SP500,SEC_IND,IND_MACH,18000000000,Large Cap,Blend,Agricultural & Construction Machinery,"Cyclical,Global OEM","Maquinaria agrícola y de construcción (Case, New Holland)"
IR,Ingersoll Rand Inc,NYSE,USA,IDX_SP500,SEC_IND,IND_MACH,35000000000,Large Cap,Blend,"Industrial Machinery,Compression","Quality,Industrial Compounding",Equipos industriales y sistemas de aire y fluidos
FAST,Fastenal Co,NASDAQ,USA,IDX_SP500,SEC_IND,IND_TRADING,85000000000,Large Cap,Blend,"Industrial Distribution,Fasteners","Blue Chip,High Quality,Defensive Industrial",Distribuidor líder de suministros industriales y soluciones logísticas
GPC,Genuine Parts Co,NYSE,USA,IDX_SP500,SEC_IND,IND_TRADING,23000000000,Large Cap,Blend,Automotive & Industrial Distribution,"Defensive,Stable Cash Flow",Distribución de autopartes e insumos industriales (NAPA)
WCC,WESCO International Inc,NYSE,USA,IDX_SP500,SEC_IND,IND_TRADING,28000000000,Large Cap,Blend,Electrical & Industrial Distribution,Infrastructure Exposure,"Distribuidor de equipos eléctricos, industriales y data centers"
AIT,Applied Industrial Technologies Inc,NYSE,USA,IDX_SP500,SEC_IND,IND_TRADING,20000000000,Large Cap,Blend,Industrial Parts Distribution,"High Margin,Niche Leader",Distribución de componentes industriales y soluciones técnicas
MSM,MSC Industrial Direct Co,NYSE,USA,IDX_SP500,SEC_IND,IND_TRADING,15000000000,Large Cap,Blend,Metalworking & MRO Distribution,Defensive Industrial,Distribución de suministros MRO y metalmecánica
RSG,Republic Services Inc,NYSE,USA,IDX_SP500,SEC_IND,IND_COM_SERV,75000000000,Large Cap,Blend,"Waste Management,Environmental Services","Blue Chip,Defensive,Infrastructure",Servicios de recolección y gestión de residuos
WM,Waste Management Inc,NYSE,USA,IDX_SP500,SEC_IND,IND_COM_SERV,200000000000,Large Cap,Blend,"Waste Management,Environmental Services","Blue Chip,Defensive,High Moat",Gestión de residuos y servicios ambientales integrados
CPRT,Copart Inc,NASDAQ,USA,IDX_SP500,SEC_IND,IND_COM_SERV,55000000000,Large Cap,Growth,"Online Auctions,Automotive Services","Growth,Asset-Light",Subastas online de vehículos y activos
CTAS,Cintas Corp,NASDAQ,USA,IDX_SP500,SEC_IND,IND_COM_SERV,70000000000,Large Cap,Growth,"Uniform Rental,Business Services","High Quality,Recurring Revenue",Servicios corporativos y alquiler de uniformes
VRSK,Verisk Analytics Inc,NASDAQ,USA,IDX_SP500,SEC_IND,IND_COM_SERV,40000000000,Large Cap,Blend,"Data Analytics,Business Services","High Moat,Data Driven",Analítica de datos para seguros y negocios
BAH,Booz Allen Hamilton Holding Corp,NYSE,USA,IDX_SP500,SEC_IND,IND_PRO_SERV,25000000000,Large Cap,Blend,"Consulting,Government Services","Defense Exposure,Stable Contracts",Consultoría estratégica y tecnológica con fuerte exposición a gobierno y defensa
FCN,FTI Consulting Inc,NYSE,USA,IDX_SP500,SEC_IND,IND_PRO_SERV,7000000000,Mid Cap,Blend,"Advisory,Restructuring","High Margin,Event Driven","Consultoría en reestructuración, forense y gestión de crisis"
RHI,Robert Half Inc,NYSE,USA,IDX_SP500,SEC_IND,IND_PRO_SERV,9000000000,Mid Cap,Blend,"Staffing,Professional Talent","Cyclical,Human Capital",Servicios de reclutamiento y talento profesional
HURN,Huron Consulting Group Inc,NASDAQ,USA,,SEC_IND,IND_PRO_SERV,4000000000,Small Cap,Growth,Management Consulting,"Growth,Niche Focus",Consultoría en transformación operativa y financiera
ICFI,ICF International Inc,NASDAQ,USA,,SEC_IND,IND_PRO_SERV,3500000000,Small Cap,Blend,"Consulting,Energy & Government","Niche Leader,Policy Exposure","Consultoría en energía, medio ambiente y políticas públicas"
UPS,United Parcel Service Inc,NYSE,USA,IDX_SP500,SEC_IND,IND_AIR_FREIGHT,150000000000,Large Cap,Blend,"Parcel Delivery,Logistics","Blue Chip,Global Logistics",Líder global en paquetería y logística integrada
FDX,FedEx Corp,NYSE,USA,IDX_SP500,SEC_IND,IND_AIR_FREIGHT,70000000000,Large Cap,Blend,"Air Freight,Ground Logistics","Global Network,Cyclical",Red global de transporte aéreo y terrestre
DHLY,Deutsche Post DHL Group ADR,OTC,USA,,SEC_IND,IND_AIR_FREIGHT,120000000000,Large Cap,Blend,"Global Logistics,Supply Chain","Blue Chip,Global Leader",Operador logístico global líder (DHL)
EXPD,Expeditors International of Washington Inc,NYSE,USA,IDX_SP500,SEC_IND,IND_AIR_FREIGHT,35000000000,Large Cap,Blend,"Freight Forwarding,Asset-Light","High Quality,Asset-Light",Forwarder global de carga aérea y marítima
CHRW,C.H. Robinson Worldwide Inc,NASDAQ,USA,IDX_SP500,SEC_IND,IND_AIR_FREIGHT,15000000000,Large Cap,Value,"Freight Brokerage,Logistics","Value,Cyclical",Broker de transporte y logística multimodal
DAL,Delta Air Lines Inc,NYSE,USA,IDX_SP500,SEC_IND,IND_AIRLINES,35000000000,Large Cap,Blend,Passenger Airlines,"Global Network,Quality Operator",Aerolínea global con fuerte enfoque en rutas premium y eficiencia operativa
UAL,United Airlines Holdings Inc,NASDAQ,USA,IDX_SP500,SEC_IND,IND_AIRLINES,30000000000,Large Cap,Blend,Passenger Airlines,Global Hub Network,Aerolínea con amplia red internacional y hubs estratégicos
AAL,American Airlines Group Inc,NASDAQ,USA,IDX_SP500,SEC_IND,IND_AIRLINES,25000000000,Large Cap,Value,Passenger Airlines,"High Leverage,Cyclical",Aerolínea de gran escala con alta sensibilidad al ciclo económico
LUV,Southwest Airlines Co,NYSE,USA,IDX_SP500,SEC_IND,IND_AIRLINES,18000000000,Large Cap,Blend,Low-Cost Airlines,"Low Cost,Domestic Focus",Aerolínea de bajo costo enfocada en mercado doméstico EE. UU.
RYAAY,Ryanair Holdings plc ADR,NASDAQ,USA,,SEC_IND,IND_AIRLINES,35000000000,Large Cap,Blend,Low-Cost Airlines,"Low Cost,Europe Exposure",Aerolínea líder de bajo costo en Europa (ADR)
MAERSK-B,A.P. Moller - Maersk A/S ADR,OTC,USA,,SEC_IND,IND_MARINE,35000000000,Large Cap,Value,"Container Shipping,Logistics","Global Leader,Cyclical",Mayor naviera de contenedores del mundo y operador logístico integrado
ZIM,ZIM Integrated Shipping Services Ltd,NYSE,USA,,SEC_IND,IND_MARINE,4000000000,Mid Cap,Value,Container Shipping,"High Volatility,Cyclical",Naviera de contenedores con alta sensibilidad a tarifas de flete
SBLK,Star Bulk Carriers Corp,NASDAQ,USA,,SEC_IND,IND_MARINE,3500000000,Mid Cap,Value,Dry Bulk Shipping,"Commodity Exposure,Cyclical","Transporte marítimo de graneles secos (minerales, granos)"
DAC,Danaos Corp,NYSE,USA,,SEC_IND,IND_MARINE,4500000000,Mid Cap,Value,"Container Shipping,Leasing","Value,Cash Flow",Propietario y operador de buques portacontenedores
ESEA,Euroseas Ltd,NASDAQ,USA,,SEC_IND,IND_MARINE,800000000,Small Cap,Value,Container Shipping,"High Risk,High Beta",Naviera de contenedores de menor escala
UNP,Union Pacific Corp,NYSE,USA,IDX_SP500,SEC_IND,IND_ROAD_RAIL,160000000000,Large Cap,Blend,"Railroads,Freight Transport","Blue Chip,High Moat,Infrastructure",Ferrocarril líder en EE. UU. con fuerte poder de fijación de precios
CSX,CSX Corp,NASDAQ,USA,IDX_SP500,SEC_IND,IND_ROAD_RAIL,130000000000,Large Cap,Blend,"Railroads,Freight Transport","Blue Chip,Efficiency Leader",Ferrocarril del este de EE. UU. con alta eficiencia operativa
NSC,Norfolk Southern Corp,NYSE,USA,IDX_SP500,SEC_IND,IND_ROAD_RAIL,60000000000,Large Cap,Blend,"Railroads,Freight Transport","Infrastructure,Cyclical",Ferrocarril con fuerte exposición industrial y agrícola
CP,Canadian Pacific Kansas City Ltd,NYSE,USA,IDX_SP500,SEC_IND,IND_ROAD_RAIL,90000000000,Large Cap,Blend,"Railroads,North America Network","High Quality,Strategic Network",Ferrocarril con red integrada Canadá–EE. UU.–México
